#;PSRJ;PMRA;PMDEC;PX;POSEPOCH;Gl;Gb;RAJD;DECJD;P0;P1;DM;TAU_SC;S400;S1400;S2000;DIST;ZZ;XX;YY;ASSOC;SURVEY;
;;(mas/yr);(mas/yr);(mas);(MJD);(deg);(deg);(deg);(deg);(s);;(cm^-3pc);(s);(mJy);(mJy);(mJy);(kpc);(kpc);(kpc);(kpc);;;
2335;J1954+3852;NAN;NAN;NAN;57485.00;74.043;5.699;298.50451250;38.87107778;0.352933;6.60e-15;65.40;NAN;NAN;NAN;NAN;4.666;0.463;4.464;7.224;NAN;gbncc;
2336;J1954+4357;NAN;NAN;NAN;56550.00;78.527;8.169;298.66020738;43.96037945;1.387041;2.20e-15;130.30;NAN;NAN;NAN;NAN;10.092;1.434;9.790;6.513;NAN;gbncc,lotaas;
2337;J1955+2527;-1.900;-2.400;NAN;54800.00;62.740;-1.571;298.99748012;25.45095639;0.004873;9.12e-21;209.97;NAN;NAN;0.28;NAN;8.177;-0.224;7.266;4.756;NAN;palfa;
2338;J1955+5059;-23.000;54.000;NAN;48741.00;84.793;11.553;298.82818208;50.99869222;0.518938;1.37e-15;31.98;0.00;26.00;4.00;NAN;2.186;0.438;2.133;8.306;NAN;gb1,gb2,gb4,lotaas;
2339;J1955+6708;-3.000;10.000;NAN;56600.00;99.682;18.938;298.91152899;67.13753627;0.008565;1.26e-20;57.15;NAN;NAN;NAN;NAN;5.304;1.721;4.945;9.344;NAN;gbncc;
2340;J1956+07;NAN;NAN;NAN;57022.00;47.046;-10.947;299.14583333;7.26666667;5.012480;NAN;61.30;NAN;NAN;NAN;NAN;3.163;-0.601;2.273;6.384;NAN;ar327;
2341;J1956+0838;NAN;NAN;NAN;51650.00;48.295;-10.331;299.21775000;8.63800000;0.303911;2.20e-16;67.09;NAN;NAN;0.80;NAN;3.538;-0.634;2.599;6.184;NAN;pkssw;
2342;J1956-28;NAN;NAN;NAN;56657.00;13.222;-25.591;299.00000000;-27.88333333;0.260014;NAN;45.69;NAN;NAN;NAN;NAN;3.729;-1.611;0.769;5.226;NAN;gbncc;
2343;J1957-0002;NAN;NAN;NAN;57674.00;40.625;-14.718;299.42758333;-0.03522222;0.965096;8.05e-16;38.44;NAN;NAN;NAN;NAN;1.789;-0.455;1.127;7.187;NAN;lotaas;
2344;J1957+2831;NAN;NAN;NAN;51429.00;65.524;-0.225;299.33082176;28.52884511;0.307683;3.11e-15;138.99;NAN;NAN;1.00;NAN;6.891;-0.027;6.272;5.645;SNR:G65.1+0.6(?)[tl06];misc,palfa;
2345;J1957+5033;NAN;NAN;NAN;54800.00;84.584;11.013;299.41208333;50.55500000;0.374806;7.08e-15;NAN;NAN;NAN;NAN;NAN;1.365;0.261;1.334;8.374;GRS:2FGL_J1957.9+5033[naa+12];FermiBlind;
2346;J1958+2846;NAN;NAN;NAN;54800.00;65.879;-0.353;299.66695833;28.76500000;0.290389;2.12e-13;NAN;NAN;NAN;NAN;NAN;1.950;-0.012;1.780;7.703;GRS:2FGL_J1958.6+2845[naa+12];FermiBlind;
2347;J1958+30;NAN;NAN;NAN;NAN;66.856;0.417;299.50000000;30.00000000;1.098530;NAN;199.30;NAN;NAN;NAN;NAN;7.286;0.053;6.699;5.636;NAN;palfa;
2348;J1958+56;NAN;NAN;NAN;NAN;90.216;14.012;299.50000000;56.81666667;0.311800;NAN;58.10;NAN;NAN;NAN;NAN;4.342;1.051;4.213;8.516;NAN;lotaas;
2349;J1959+3620;NAN;NAN;NAN;56100.00;72.444;3.442;299.90845833;36.34141667;0.406081;3.60e-17;273.00;NAN;NAN;0.40;NAN;10.888;0.654;10.362;5.222;NAN;htru_eff;
2350;J2000+29;NAN;NAN;NAN;NAN;66.232;-0.478;300.00000000;29.00000000;3.073700;NAN;132.50;NAN;NAN;NAN;NAN;6.734;-0.056;6.163;5.786;NAN;palfa,lotaas;
2351;J2001+4258;NAN;NAN;NAN;56500.00;78.277;6.643;300.29412722;42.96840495;0.719166;1.73e-14;54.93;NAN;NAN;NAN;NAN;3.757;0.435;3.654;7.742;NAN;gbncc,lotaas;
2352;J2002+1637;NAN;NAN;NAN;49079.50;55.998;-7.517;300.69904167;16.62130556;0.276497;2.25e-16;94.58;NAN;0.40;NAN;NAN;4.897;-0.641;4.025;5.785;NAN;ar3,ar4;
2353;J2002+30;NAN;NAN;NAN;49717.00;67.917;-0.187;300.74166667;30.58333333;0.421794;NAN;196.00;NAN;NAN;NAN;NAN;7.088;-0.023;6.568;5.835;NAN;ar4,palfa;
2354;J2002+3217;NAN;NAN;NAN;49444.00;69.261;0.879;300.51843645;32.28841961;0.696761;1.05e-13;142.21;0.00;5.50;1.20;NAN;6.458;0.099;6.039;6.213;NAN;jb2,palfa;
2355;J2002+4050;-10.747;-7.906;NAN;49887.00;76.611;5.288;300.68346020;40.84830733;0.905067;1.74e-15;131.49;NAN;53.00;4.90;NAN;6.391;0.589;6.191;7.026;NAN;gb3,gbncc;
2356;J2004+2653;NAN;NAN;NAN;56700.00;65.030;-2.527;301.24591667;26.89455556;0.665879;5.67e-17;160.00;NAN;NAN;0.06;NAN;7.665;-0.338;6.942;5.267;NAN;palfa;
2357;J2004+3137;-1.496;-11.080;NAN;49723.00;69.011;0.021;301.21785974;31.61944754;2.111265;7.46e-14;234.82;0.00;14.50;1.80;NAN;8.000;0.003;7.469;5.634;NAN;jb1,jb2,gb3,palfa;
2358;J2004+3429;NAN;NAN;NAN;56100.00;71.425;1.571;301.19570833;34.48825000;0.240953;2.07e-13;351.00;NAN;NAN;0.11;NAN;10.783;0.296;10.217;5.066;NAN;htru_eff;
2359;J2005-0020;NAN;NAN;NAN;50852.00;41.331;-16.629;301.43229006;-0.33942877;2.279661;2.57e-14;35.93;NAN;8.00;0.70;NAN;1.835;-0.525;1.161;7.180;NAN;pks70,lotaas;
2360;J2005+3547;NAN;NAN;NAN;54540.00;72.581;2.180;301.32288750;35.79038889;0.615034;2.81e-16;401.60;NAN;NAN;0.25;NAN;13.558;0.516;12.927;4.444;NAN;palfa;
2361;J2005+3552;NAN;NAN;NAN;56100.00;72.706;2.139;301.44791667;35.87341667;0.307943;2.99e-15;455.00;NAN;NAN;0.21;NAN;14.652;0.547;13.980;4.147;NAN;htru_eff;
2362;J2006-0807;-6.190;-10.590;0.380;49766.00;34.101;-20.304;301.56818750;-8.11726861;0.580871;4.60e-17;32.39;0.00;20.00;4.70;NAN;2.632;-0.913;1.384;6.456;NAN;mol2,pkssw;
2363;J2006+22;NAN;NAN;NAN;NAN;61.134;-5.415;301.65000000;22.06666667;1.741900;NAN;130.56;NAN;NAN;NAN;NAN;9.140;-0.863;7.969;4.107;NAN;lotaas;
2364;J2006+3102;NAN;NAN;NAN;54800.00;68.667;-0.530;301.54583333;31.03416667;0.163695;2.49e-14;107.16;NAN;NAN;0.27;NAN;6.035;-0.056;5.621;6.305;NAN;palfa;
2365;J2007+0809;NAN;NAN;NAN;51650.00;49.180;-12.787;301.80625000;8.15916667;0.325724;1.37e-16;53.39;NAN;NAN;NAN;NAN;3.040;-0.673;2.244;6.562;NAN;pkssw,lotaas;
2366;J2007+0910;NAN;NAN;NAN;52994.00;50.169;-12.433;301.99209625;9.17025833;0.458735;3.32e-16;48.73;NAN;1.51;NAN;NAN;2.634;-0.567;1.975;6.852;NAN;ar4,lotaas;
2367;J2007+20;NAN;NAN;NAN;56657.00;59.722;-6.407;301.75000000;20.35000000;4.634000;NAN;67.00;NAN;NAN;NAN;NAN;3.806;-0.425;3.266;6.593;NAN;gb350;
2368;J2007+2722;NAN;NAN;NAN;55319.00;65.713;-2.695;301.81595333;27.37997611;0.024497;9.61e-19;127.00;NAN;NAN;2.10;1.70;7.102;-0.334;6.466;5.582;NAN;palfa;
2369;J2007+3120;NAN;NAN;NAN;54920.00;69.042;-0.535;301.78755000;31.34765000;0.608205;1.56e-14;191.50;NAN;NAN;0.12;NAN;6.906;-0.064;6.449;6.030;NAN;palfa;
2370;J2008+2513;NAN;NAN;NAN;49079.50;64.055;-4.107;302.14784167;25.22510000;0.589196;5.40e-15;60.56;NAN;2.70;NAN;NAN;4.030;-0.289;3.615;6.741;NAN;ar3,lotaas;
2371;J2009+3326;NAN;NAN;NAN;54430.00;71.103;0.124;302.45483333;33.43616667;1.438369;1.47e-15;263.60;NAN;NAN;0.15;NAN;7.303;0.016;6.909;6.135;NAN;palfa;
2372;J2010-1323;2.400;-5.600;0.510;56235.00;29.446;-23.540;302.69133792;-13.39891194;0.005223;4.82e-21;22.18;NAN;NAN;1.60;NAN;1.961;-0.783;0.884;6.935;NAN;pkssw;
2373;J2010+2845;NAN;NAN;NAN;54810.00;67.210;-2.472;302.52111667;28.75810278;0.565369;9.07e-17;112.47;NAN;NAN;0.43;NAN;6.585;-0.284;6.065;5.952;NAN;palfa,lotaas;
2374;J2010+3230;NAN;NAN;NAN;54430.00;70.391;-0.495;302.61041667;32.50202778;1.442448;3.62e-15;371.80;NAN;NAN;0.12;NAN;13.034;-0.113;12.278;4.126;NAN;palfa;
2375;J2011+3331;NAN;NAN;NAN;54490.00;71.320;-0.049;302.77052500;33.52351111;0.931733;1.79e-15;298.58;NAN;NAN;0.38;NAN;8.603;-0.007;8.150;5.745;NAN;palfa;
2376;J2012-2029;NAN;NAN;NAN;54987.00;22.410;-26.701;303.19416667;-20.49194444;0.544002;5.48e-16;37.67;NAN;NAN;NAN;NAN;2.809;-1.262;0.957;6.180;NAN;gb350;
2377;J2013-0649;NAN;NAN;NAN;55172.00;36.171;-21.291;303.32396125;-6.81816389;0.580187;6.01e-16;63.36;NAN;NAN;NAN;NAN;9.576;-3.477;5.266;1.297;NAN;gb350;
2378;J2013+3058;NAN;NAN;NAN;54600.00;69.485;-1.886;303.39272083;30.98074722;0.276028;1.52e-16;148.70;NAN;NAN;0.07;NAN;6.641;-0.219;6.216;6.174;NAN;palfa;
2379;J2013+3845;-32.100;-25.000;NAN;49718.00;75.930;2.476;303.29319583;38.76203056;0.230194;8.85e-15;238.22;0.00;26.00;6.40;NAN;7.123;0.308;6.903;6.770;NAN;gb3;
2380;J2015+2524;NAN;NAN;NAN;49079.50;65.027;-5.261;303.80291667;25.40869444;2.303299;5.10e-16;13.00;NAN;0.40;NAN;NAN;0.877;-0.080;0.792;8.131;NAN;ar3;
2381;J2017+2043;NAN;NAN;NAN;51500.00;61.376;-8.271;304.37057500;20.72552778;0.537143;9.96e-16;60.49;NAN;1.50;NAN;NAN;4.205;-0.605;3.653;6.506;NAN;misc,lotaas;
2382;J2017+3625;NAN;NAN;NAN;55716.00;74.507;0.390;304.48266667;36.41886111;0.166749;1.36e-15;NAN;NAN;NAN;NAN;NAN;NAN;0.000;0.000;8.500;GRS:3FGL_J2017.9+3627[aaa+15],XRS:[wcp+1;FermiBlind;
2383;J2017+5906;NAN;NAN;NAN;56575.00;93.608;12.903;304.43566243;59.11304758;0.403478;2.22e-16;60.28;NAN;NAN;NAN;NAN;3.907;0.872;3.801;8.740;NAN;gbncc,lotaas;
2384;J2018+2839;-2.600;-6.200;1.030;46384.00;68.099;-3.983;304.51597208;28.66505889;0.557953;1.48e-16;14.20;0.00;314.00;30.00;NAN;0.980;-0.068;0.907;8.135;NAN;misc,jb1,gb1,gb3,gb4,lotaas;
2385;J2018+3431;NAN;NAN;NAN;54760.00;73.044;-0.841;304.72165000;34.51680833;0.387664;1.84e-15;222.35;NAN;NAN;0.24;NAN;6.636;-0.097;6.347;6.565;NAN;palfa;
2386;J2021+3651;NAN;NAN;NAN;52682.00;75.222;0.111;305.27275000;36.85133333;0.103741;9.57e-14;367.50;NAN;NAN;0.10;NAN;1.800;0.003;1.740;8.041;GRS:AGL_J2020.5+3653[hcg+08],GRS:2FGL_J2;misc;
2387;J2021+4026;NAN;NAN;NAN;54936.00;78.225;2.089;305.37495833;40.44586111;0.265318;5.47e-14;NAN;NAN;NAN;NAN;NAN;2.150;0.078;2.103;8.062;GRS:2FGL_J2021.5+4026[naa+12],SNR:G78.2+;FermiBlind;
2388;J2022+21;NAN;NAN;NAN;NAN;62.403;-8.976;305.60000000;21.18333333;0.803500;NAN;73.52;NAN;NAN;NAN;NAN;6.002;-0.936;5.254;5.754;NAN;lotaas;
2389;J2022+2854;-4.400;-23.600;0.370;49692.00;68.863;-4.671;305.65444625;28.90641778;0.343402;1.89e-15;24.63;0.00;71.00;38.00;NAN;2.100;-0.171;1.952;7.745;NAN;misc,jb1,gb1,gb3,gb4,lotaas;
2390;J2022+3842;NAN;NAN;NAN;55666.24;76.888;0.960;305.59037083;38.70411667;0.048579;8.61e-14;429.10;0.06;NAN;NAN;0.06;10.000;0.168;9.738;6.232;XRS:CXOU_J202221.68+384214.8,SNR:G76.9+1;misc;
2391;J2022+5154;-5.230;11.500;0.500;46640.00;87.862;8.380;305.70780417;51.91395361;0.529197;3.06e-15;22.55;0.00;77.00;27.00;NAN;1.800;0.262;1.780;8.434;NAN;jb1,gb1,gb2,gb3,gb4,lotaas;
2392;J2023+5037;5.887;21.221;NAN;49910.00;86.863;7.544;305.92476143;50.62634931;0.372619;2.51e-15;32.99;NAN;6.50;2.20;NAN;2.058;0.270;2.037;8.388;NAN;gb2,lotaas;
2393;J2024+48;NAN;NAN;NAN;54100.00;84.710;6.017;306.00000000;48.00000000;1.262000;NAN;99.00;NAN;NAN;NAN;NAN;4.552;0.477;4.508;8.083;NAN;gb350;
2394;J2027+2146;NAN;NAN;NAN;51600.00;63.538;-9.587;306.81954167;21.76789722;0.398173;2.03e-16;97.09;NAN;0.70;NAN;NAN;10.295;-1.715;9.088;3.977;NAN;ar1;
2395;J2027+4557;NAN;NAN;NAN;54250.00;83.358;4.394;306.81763750;45.96585556;1.099651;3.09e-16;229.59;NAN;14.20;1.34;NAN;9.005;0.690;8.918;7.462;NAN;gb350,misc,gbncc;
2396;J2027+7502;NAN;NAN;NAN;56500.00;108.368;20.313;306.84699906;75.04147435;0.515219;8.89e-16;11.71;NAN;2.40;NAN;NAN;0.761;0.264;0.677;8.725;NAN;gbncc,lotaas;
2397;J2028+3332;NAN;NAN;NAN;55225.00;73.361;-3.008;307.08275000;33.53454444;0.176707;4.86e-15;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;0.000;8.500;GRS:2FGL_J2028.3+3332[naa+12];FermiBlind;
2398;J2029+3744;NAN;NAN;NAN;49725.00;76.898;-0.727;307.34946892;37.73560148;1.216805;1.23e-14;190.66;0.00;18.00;0.60;NAN;5.771;-0.073;5.620;7.192;NAN;gb3,gbncc,lotaas;
2399;J2030+2228;NAN;NAN;NAN;49953.00;64.580;-9.833;307.66852513;22.47272933;0.630513;8.85e-16;71.86;NAN;5.00;NAN;NAN;6.386;-1.091;5.683;5.799;NAN;ar1,ar2,lotaas;
2400;J2030+3641;NAN;NAN;NAN;55400.00;76.123;-1.438;307.50108750;36.69087500;0.200129;6.50e-15;246.00;NAN;NAN;0.15;0.09;6.947;-0.174;6.742;6.834;GRS:2FGL_J2030.0+3640[naa+12];FermiAssoc;
2401;J2030+4415;NAN;NAN;NAN;55225.00;82.340;2.885;307.71395833;44.26058333;0.227070;6.48e-15;NAN;NAN;NAN;NAN;NAN;0.720;0.036;0.713;8.404;GRS:2FGL_J2030.7+4417[naa+12];FermiBlind;
2402;J2030+55;NAN;NAN;NAN;54100.00;91.047;9.247;307.50000000;55.00000000;0.579000;NAN;60.00;NAN;NAN;NAN;NAN;3.445;0.554;3.400;8.562;NAN;gb350,lotaas;
2403;J2033+0042;NAN;NAN;NAN;57600.00;45.877;-22.196;308.37966667;0.70669444;5.013400;9.69e-15;37.84;NAN;NAN;NAN;NAN;2.934;-1.108;1.950;6.609;NAN;pkssw,gb350,lotaas;
2404;J2033-1938;NAN;NAN;NAN;54987.00;25.313;-31.049;308.48083333;-19.64972222;1.281719;4.55e-16;23.47;NAN;NAN;NAN;NAN;1.525;-0.787;0.559;7.319;NAN;gb350;
2405;J2036+2835;NAN;NAN;NAN;56100.00;70.413;-7.382;309.19317917;28.58623333;1.358727;2.09e-15;84.22;NAN;NAN;0.15;NAN;6.741;-0.866;6.298;6.259;NAN;htru_eff,lotaas;
2406;J2036+6646;NAN;NAN;NAN;57974.00;101.445;15.259;309.21800000;66.77241667;0.501927;9.40e-16;50.76;NAN;NAN;NAN;NAN;3.230;0.850;3.054;9.118;NAN;lotaas;
2407;J2037+1942;NAN;NAN;NAN;46104.69;63.177;-12.672;309.31058333;19.71508333;2.074377;2.04e-15;36.89;NAN;2.00;NAN;NAN;2.794;-0.613;2.433;7.270;NAN;gb3,lotaas;
2408;J2037+3621;NAN;NAN;NAN;49936.00;76.746;-2.840;309.36433630;36.35669411;0.618715;4.50e-15;93.56;NAN;6.00;0.80;NAN;4.851;-0.240;4.716;7.389;NAN;gb2,gbncc;
2409;J2038+35;NAN;NAN;NAN;54100.00;75.730;-3.747;309.50000000;35.00000000;0.160000;NAN;58.00;NAN;NAN;NAN;NAN;3.819;-0.250;3.693;7.561;NAN;gb350,lotaas;
2410;J2038-3816;NAN;NAN;NAN;57600.00;3.854;-36.741;309.72650000;-38.27100000;1.577289;4.16e-15;33.96;NAN;7.00;0.30;NAN;3.588;-2.146;0.193;5.631;NAN;pks70;
2411;J2038+5319;NAN;NAN;NAN;50122.00;90.368;7.308;309.51319871;53.32022770;1.424568;9.44e-16;160.20;NAN;3.10;0.30;NAN;8.192;1.042;8.125;8.552;NAN;gb2;
2412;J2040+1657;NAN;NAN;NAN;51602.00;61.286;-14.852;310.07443750;16.95846111;0.865606;5.95e-16;50.69;NAN;0.60;NAN;NAN;4.450;-1.141;3.772;6.433;NAN;ar4,lotaas;
2413;J2043+2740;NAN;NAN;NAN;49773.00;70.612;-9.151;310.93125000;27.68222222;0.096131;1.27e-15;21.02;0.00;15.00;NAN;NAN;1.480;-0.235;1.378;8.015;GRS:2FGL_J2043.7+2743[naa+12];ar4,lotaas;
2414;J2043+7045;NAN;NAN;NAN;54100.00;105.186;17.052;310.75000000;70.75000000;0.588000;NAN;57.00;NAN;63.70;NAN;NAN;3.924;1.151;3.621;9.483;NAN;gb350,gbncc,lotaas;
2415;J2044+28;NAN;NAN;NAN;NAN;70.905;-9.006;311.00000000;28.00000000;1.618000;NAN;90.40;NAN;NAN;NAN;NAN;8.616;-1.349;8.042;5.716;NAN;gbncc;
2416;J2044+4614;NAN;NAN;NAN;49700.00;85.429;2.108;311.24500000;46.24833333;1.392715;6.30e-16;315.40;NAN;NAN;NAN;NAN;8.952;0.329;8.917;7.787;NAN;misc;
2417;J2045+0912;NAN;NAN;NAN;52997.00;55.362;-20.329;311.44726583;9.20810000;0.395555;1.95e-16;31.78;NAN;3.50;NAN;NAN;2.460;-0.855;1.898;7.189;NAN;ar4,lotaas;
2418;J2046-0421;10.760;-4.260;0.160;48739.00;42.678;-27.387;311.50072083;-4.35729333;1.546938;1.47e-15;35.80;0.00;20.00;1.70;NAN;6.250;-2.875;3.762;4.420;NAN;mol2,pks70,pkssw,lotaas;
2419;J2046+1540;-10.480;0.660;0.310;48742.00;61.112;-16.838;311.66390542;15.67598833;1.138286;1.82e-16;39.82;0.00;11.50;1.70;NAN;3.226;-0.934;2.703;7.008;NAN;mol2,gb2,gb3,ar4,gb4,lotaas;
2420;J2046+5708;NAN;NAN;NAN;49766.00;94.199;8.637;311.69420492;57.14363637;0.476735;1.11e-14;101.79;NAN;4.60;0.30;NAN;4.341;0.652;4.280;8.814;NAN;gb2,gbncc,lotaas;
2421;J2047+5029;NAN;NAN;NAN;54250.00;89.057;4.376;311.97766667;50.49393611;0.445945;4.18e-15;107.68;NAN;NAN;0.38;0.22;3.973;0.303;3.961;8.435;NAN;misc;
2422;J2048-1616;113.160;-4.600;1.050;54100.00;30.514;-33.077;312.14850265;-16.27904264;1.961572;1.10e-14;11.46;0.00;116.00;22.00;NAN;0.950;-0.518;0.404;7.814;NAN;mol1,mol2,pks70;
2423;J2048+2255;NAN;NAN;NAN;51500.00;67.453;-12.944;312.19111667;22.91814167;0.283901;1.52e-17;70.68;NAN;1.80;NAN;NAN;7.648;-1.713;6.884;5.642;NAN;misc;
2424;J2050+1259;NAN;NAN;NAN;53400.00;59.436;-19.242;312.73837500;12.98583333;1.221020;5.04e-16;52.40;NAN;0.40;0.05;NAN;5.829;-1.921;4.739;5.702;NAN;misc;
2425;J2051+1248;NAN;NAN;NAN;57811.00;59.361;-19.453;312.87358333;12.80597222;0.553167;1.90e-17;43.45;NAN;NAN;NAN;NAN;4.077;-1.358;3.308;6.541;NAN;misc,lotaas;
2426;J2053+1718;-1.000;6.900;NAN;53400.00;63.554;-17.264;313.45617042;17.31240611;0.119268;2.86e-19;26.98;NAN;NAN;0.00;NAN;2.087;-0.619;1.784;7.612;NAN;ar4,lotaas;
2427;J2053-7200;NAN;NAN;NAN;57600.00;321.869;-34.998;313.44700000;-72.01180000;0.341336;1.98e-16;17.30;NAN;29.00;6.00;NAN;1.029;-0.590;-0.520;7.837;NAN;mol2,pks70;
2428;J2055+2209;-4.268;-2.868;NAN;49726.00;67.832;-14.668;313.91313324;22.15756013;0.815181;1.34e-15;36.35;NAN;9.00;NAN;NAN;2.998;-0.759;2.686;7.406;NAN;gb3,gb4,lotaas;
2429;J2055+2539;NAN;NAN;NAN;54900.00;70.688;-12.519;313.95333333;25.66722222;0.319561;4.08e-15;NAN;NAN;NAN;NAN;NAN;0.620;-0.134;0.571;8.300;GRS:2FGL_J2055.8+2539[naa+12],XRS:XMMU_J;FermiBlind;
2430;J2055+3630;1.040;-2.460;0.170;52275.00;79.133;-5.589;313.88063375;36.50596361;0.221508;3.69e-16;97.42;0.00;28.00;2.60;NAN;5.000;-0.487;4.887;7.562;NAN;gb1,gb2,gb3,gb4,gbncc,lotaas;
2431;J2057+21;NAN;NAN;NAN;NAN;67.560;-15.507;314.45000000;21.43333333;1.166700;NAN;73.31;NAN;NAN;NAN;NAN;25.000;-6.684;22.266;-0.696;NAN;lotaas;
2432;J2102+38;NAN;NAN;NAN;54100.00;81.116;-5.597;315.50000000;38.00000000;1.190000;NAN;85.00;NAN;NAN;NAN;NAN;4.620;-0.451;4.543;7.790;NAN;gb350,lotaas;
2433;J2105+07;NAN;NAN;NAN;57022.00;57.202;-25.054;316.36250000;7.95000000;3.746630;NAN;52.60;NAN;NAN;NAN;NAN;25.000;-10.587;19.037;-3.768;NAN;ar327;
2434;J2105+19;NAN;NAN;NAN;NAN;66.998;-18.184;316.33333333;19.35000000;NAN;NAN;33.00;NAN;NAN;NAN;NAN;2.801;-0.874;2.450;7.460;NAN;misc;
2435;J2105+28;NAN;NAN;NAN;56292.00;74.391;-12.468;316.50000000;28.48333333;0.405737;NAN;62.40;NAN;8.60;NAN;NAN;5.837;-1.260;5.489;6.966;NAN;gbncc,lotaas;
2436;J2105+6223;NAN;NAN;NAN;56774.00;99.793;10.176;316.30387500;62.38486111;2.304879;5.22e-15;50.75;NAN;NAN;NAN;NAN;2.723;0.481;2.641;8.956;NAN;gbncc;
2437;J2108-3429;NAN;NAN;NAN;49314.17;9.698;-42.163;317.12704167;-34.49386111;1.423102;3.50e-15;30.22;NAN;6.00;0.50;NAN;3.884;-2.607;0.485;5.662;NAN;pks70;
2438;J2108+4441;3.500;1.400;NAN;48736.00;86.909;-2.012;317.08534167;44.69690833;0.414871;8.62e-17;139.83;0.00;26.00;5.40;NAN;4.346;-0.153;4.337;8.266;NAN;jb1,gb1,gb3,gb4,gbncc,lotaas;
2439;J2111+2106;NAN;NAN;NAN;54987.00;69.398;-18.205;317.88804167;21.10194444;3.953853;3.24e-15;59.30;NAN;NAN;NAN;NAN;8.408;-2.627;7.476;5.690;NAN;gb350;
2440;J2111+40;NAN;NAN;NAN;54100.00;83.785;-5.559;317.75000000;40.00000000;4.061000;NAN;120.00;NAN;NAN;NAN;NAN;5.279;-0.511;5.223;7.931;NAN;gb350;
2441;J2111+4606;NAN;NAN;NAN;55225.00;88.310;-1.445;317.85054167;46.10869444;0.157830;1.43e-13;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;0.000;8.500;GRS:2FGL_J2111.3+4605[naa+12];FermiBlind;
2442;J2113+2754;-27.960;-54.460;0.700;48741.00;74.993;-14.025;318.26812750;27.90032222;1.202852;2.62e-15;25.11;0.00;18.00;1.10;NAN;1.429;-0.346;1.339;8.141;NAN;misc,gb3,ar4,gb4,lotaas;
2443;J2113+4644;9.500;8.840;0.460;53915.00;89.003;-1.266;318.35137292;46.73579000;1.014685;7.15e-16;141.26;0.00;230.00;19.00;NAN;2.174;-0.048;2.173;8.462;NAN;jb1,gb1,gb3,gb4,gbncc,lotaas;
2444;J2113+67;NAN;NAN;NAN;56292.00;103.973;12.561;318.50000000;67.03333333;0.552170;NAN;55.10;NAN;1.00;NAN;NAN;2.894;0.629;2.741;9.182;NAN;gbncc,lotaas;
2445;J2116+1414;8.000;-11.000;NAN;48471.00;64.464;-23.409;319.05730000;14.23917778;0.440153;2.89e-16;56.20;0.00;9.00;0.80;NAN;25.000;-9.932;20.701;-1.390;NAN;mol2,lotaas;
2446;J2122+2426;NAN;NAN;NAN;57922.00;73.817;-17.934;320.66258333;24.44580556;0.541421;1.27e-16;8.50;NAN;NAN;NAN;NAN;0.585;-0.180;0.535;8.345;NAN;lotaas;
2447;J2123+36;NAN;NAN;NAN;NAN;82.917;-9.865;320.95000000;36.40000000;1.294000;NAN;108.70;NAN;NAN;NAN;NAN;13.192;-2.260;12.898;6.897;NAN;lotaas;
2448;J2123+5434;NAN;NAN;NAN;56500.00;95.698;3.097;320.84034634;54.56880947;0.138868;1.74e-19;31.76;NAN;NAN;NAN;NAN;1.811;0.098;1.799;8.680;NAN;gbncc;
2449;J2124+1407;NAN;NAN;NAN;49872.00;65.795;-25.092;321.19406041;14.12203918;0.694053;7.68e-16;30.25;NAN;4.00;NAN;NAN;2.807;-1.190;2.319;7.458;NAN;gb2,lotaas;
2450;J2124-3358;-14.140;-50.080;2.400;54500.00;10.925;-45.438;321.18270572;-33.97912500;0.004931;2.06e-20;4.60;NAN;17.00;4.50;NAN;0.410;-0.292;0.055;8.218;GRS:2FGL_J2124.6-3357[naa+12];pks70;
2451;J2127-6648;NAN;NAN;NAN;43557.12;326.392;-39.777;321.88033333;-66.80780556;0.325771;2.26e-16;35.00;0.00;7.00;0.60;NAN;5.992;-3.834;-2.549;4.665;NAN;mol2,pks70;
2452;J2129+1210A;-0.540;-4.330;NAN;55146.00;65.012;-27.312;322.49269380;12.16700942;0.110665;-2.10e-17;67.31;NAN;1.70;0.20;NAN;14.200;-6.516;11.436;3.170;GC:M15;misc;
2453;J2129+1210B;1.700;-1.900;NAN;50000.00;65.013;-27.314;322.49430000;12.16675278;0.056133;9.54e-18;67.69;NAN;1.00;NAN;NAN;14.200;-6.516;11.436;3.171;GC:M15;misc;
2454;J2129+1210D;NAN;NAN;NAN;47632.52;65.012;-27.313;322.49280833;12.16659444;0.004803;-1.08e-18;67.30;NAN;0.34;NAN;NAN;14.200;-6.516;11.436;3.170;GC:M15;misc;
2455;J2129+1210E;NAN;NAN;NAN;47632.52;65.014;-27.311;322.49244583;12.16906389;0.004651;1.78e-19;66.51;NAN;0.24;NAN;NAN;14.200;-6.515;11.436;3.171;GC:M15;misc;
2456;J2129+1210F;NAN;NAN;NAN;47632.52;65.010;-27.309;322.48824167;12.16747500;0.004027;3.20e-20;65.52;NAN;0.14;NAN;NAN;14.200;-6.515;11.436;3.170;GC:M15;misc;
2457;J2129+1210G;NAN;NAN;NAN;47632.52;65.011;-27.312;322.49145833;12.16591667;0.037660;2.00e-18;66.40;NAN;0.13;NAN;NAN;14.200;-6.515;11.436;3.170;GC:M15;misc;
